,prop_0-14,prop_15-24,prop_25-44,prop_45-64,prop_65+,prop_low_ed,prop_med_ed,prop_high_ed,prop_recipients,prop_employee,prop_self_employed,prop_men,prop_women,pop_density,income,liveability_score,inhabitants,household_size,households,assistance,AO,WW,Pension,p_belong_40p_w_lowest_income,p_belong_20p_w_highest_income,p_household_lowest_40p_income,p_household_highest_20p_income,p_household_smaller_bare_social_minimum,p_household_upto_110p_social_minimum,p_household_120p_social_minimum,single_family_housing,multi_family_housing
207,0.14985590778097982,0.08357348703170028,0.276657060518732,0.24639769452449567,0.24351585014409222,0.23919308357348704,0.23631123919308358,0.25936599423631124,0.7780979827089337,0.18861671469740635,0.033285302593659916,0.46253602305475505,0.5389048991354467,0.18103143284800652,0.17633228840125392,0.48388435000780244,0.11532357608887321,0.3809523809523809,0.12045123726346434,0.04371584699453552,0.09420289855072464,0.18181818181818182,0.10854816824966079,0.36700000000000005,0.218,0.469,0.162,0.08,0.11800000000000001,0.146,0.28,0.72
208,0.1624790619765494,0.08710217755443886,0.34003350083752093,0.22780569514237856,0.18425460636515914,0.1708542713567839,0.304857621440536,0.271356783919598,0.7705192629815746,0.2019430485762144,0.02753768844221105,0.48743718592964824,0.5125628140703518,0.20775615730031297,0.17163009404388715,0.4097377815939586,0.0982190089931229,0.3809523809523809,0.10771470160116449,0.0546448087431694,0.09420289855072464,0.12121212121212122,0.06648575305291723,0.397,0.203,0.537,0.126,0.091,0.131,0.159,0.16,0.84
209,0.15527950310559005,0.031055900621118012,0.2732919254658385,0.14285714285714285,0.39751552795031053,0.062111801242236024,0.2484472049689441,0.2360248447204969,0.7453416149068323,0.20881987577639752,0.04583850931677025,0.4658385093167702,0.5279503105590062,0.026561436930194585,0.2829153605015674,0.5782986504003721,0.021336624933874095,0.4285714285714285,0.018558951965065504,0.0,0.007246376811594203,0.030303030303030304,0.0407055630936228,0.268,0.35700000000000004,0.306,0.281,0.046,0.052000000000000005,0.07200000000000001,0.17,0.83
210,0.09302325581395349,0.03488372093023256,0.35658914728682173,0.15503875968992248,0.35658914728682173,0.09302325581395349,0.15503875968992248,0.46511627906976744,0.6976744186046512,0.26,0.04232558139534881,0.4573643410852713,0.5426356589147286,0.0828956320587835,0.2601880877742947,0.44814840753409113,0.038441192029624406,0.28571428571428564,0.04039301310043668,0.00546448087431694,0.028985507246376812,0.030303030303030304,0.06377204884667571,0.287,0.35100000000000003,0.391,0.183,0.055999999999999994,0.095,0.129,0.0,1.0
211,0.19135802469135801,0.10802469135802469,0.22839506172839505,0.25,0.2222222222222222,0.20987654320987653,0.25925925925925924,0.2037037037037037,0.7407407407407407,0.22037037037037038,0.03888888888888897,0.4351851851851852,0.5648148148148148,0.31443733841338956,0.12695924764890282,0.35294350899236815,0.05007935108446482,0.5238095238095238,0.04585152838427948,0.03825136612021858,0.050724637681159424,0.06060606060606061,0.04477611940298507,0.447,0.145,0.51,0.128,0.094,0.142,0.17600000000000002,0.33,0.67
212,0.14418604651162792,0.12093023255813953,0.22790697674418606,0.23255813953488372,0.2744186046511628,0.17674418604651163,0.21395348837209302,0.29767441860465116,0.7441860465116279,0.20976744186046511,0.04604651162790696,0.44651162790697674,0.5534883720930233,0.19417607837801062,0.2163009404388715,0.41482646403798346,0.03085875506965262,0.3333333333333333,0.03384279475982533,0.01092896174863388,0.06521739130434782,0.030303030303030304,0.036635006784260515,0.382,0.27,0.518,0.18100000000000002,0.08900000000000001,0.136,0.149,0.32,0.68
213,0.14457831325301204,0.09879518072289156,0.25783132530120484,0.22650602409638554,0.27228915662650605,0.1493975903614458,0.29397590361445786,0.20722891566265061,0.7710843373493976,0.19228915662650603,0.03662650602409634,0.4674698795180723,0.5325301204819277,0.20100693971968975,0.17789968652037622,0.37640118547459317,0.06612590372068418,0.3809523809523809,0.07314410480349345,0.03278688524590164,0.057971014492753624,0.06060606060606061,0.07191316146540028,0.42,0.17600000000000002,0.58,0.131,0.078,0.126,0.183,0.32,0.68
214,0.13953488372093023,0.059431524547803614,0.27906976744186046,0.21963824289405684,0.3049095607235142,0.12403100775193798,0.2739018087855297,0.3049095607235142,0.7751937984496124,0.18434108527131782,0.04046511627906968,0.4573643410852713,0.5400516795865633,0.16380459926520616,0.20454545454545456,0.3578648201799155,0.06118850290953976,0.3333333333333333,0.07096069868995633,0.01639344262295082,0.036231884057971016,0.06060606060606061,0.07327001356852103,0.369,0.245,0.49700000000000005,0.157,0.098,0.125,0.163,0.26,0.74
215,0.17701863354037267,0.08074534161490683,0.2608695652173913,0.2608695652173913,0.2204968944099379,0.13664596273291926,0.2422360248447205,0.39751552795031053,0.7453416149068323,0.20627329192546584,0.0483850931677019,0.484472049689441,0.5186335403726708,0.16189957817390122,0.2656739811912226,0.5017904528930164,0.04972667959795451,0.619047619047619,0.04112081513828239,0.00546448087431694,0.028985507246376812,0.06060606060606061,0.04477611940298507,0.287,0.35700000000000004,0.195,0.331,0.02,0.027999999999999997,0.031,0.82,0.18
216,0.1576923076923077,0.09230769230769231,0.24615384615384617,0.28076923076923077,0.2230769230769231,0.25769230769230766,0.23846153846153847,0.26153846153846155,0.7692307692307693,0.2053846153846154,0.02538461538461534,0.4673076923076923,0.5326923076923077,0.17643216764185604,0.170846394984326,0.4261938569230404,0.08464115676247576,0.4285714285714285,0.08806404657933042,0.03825136612021858,0.10144927536231885,0.09090909090909091,0.07327001356852103,0.374,0.21899999999999997,0.44799999999999995,0.14300000000000002,0.073,0.11199999999999999,0.141,0.45,0.55
217,0.16036036036036036,0.0990990990990991,0.22522522522522523,0.24144144144144145,0.2756756756756757,0.16936936936936936,0.23063063063063063,0.2810810810810811,0.7927927927927928,0.17198198198198197,0.0352252252252252,0.4828828828828829,0.518918918918919,0.2093346033473942,0.1967084639498433,0.44392683621218815,0.09081290777640627,0.47619047619047616,0.08806404657933042,0.0273224043715847,0.06521739130434782,0.06060606060606061,0.09633649932157395,0.369,0.248,0.36700000000000005,0.209,0.043,0.07400000000000001,0.09699999999999999,0.58,0.42
218,0.15949820788530467,0.08064516129032258,0.25089605734767023,0.2885304659498208,0.22043010752688172,0.15053763440860216,0.2616487455197133,0.32616487455197135,0.7885304659498208,0.1839784946236559,0.02749103942652331,0.478494623655914,0.5197132616487455,0.16432167641856035,0.2452978056426332,0.4644819321464374,0.09134191500617175,0.47619047619047616,0.08842794759825327,0.01092896174863388,0.07971014492753623,0.09090909090909091,0.07598371777476255,0.306,0.3,0.344,0.261,0.045,0.069,0.096,0.66,0.34
219,0.16279069767441862,0.10232558139534884,0.21085271317829457,0.2806201550387597,0.24186046511627907,0.14883720930232558,0.29147286821705426,0.32868217054263565,0.7751937984496124,0.18209302325581395,0.04271317829457355,0.4930232558139535,0.5054263565891473,0.16470268063682134,0.2452978056426332,0.454346745656764,0.10668312466937048,0.5238095238095238,0.09898107714701601,0.0273224043715847,0.07971014492753623,0.12121212121212122,0.09905020352781546,0.342,0.3,0.318,0.28800000000000003,0.054000000000000006,0.07200000000000001,0.08900000000000001,0.75,0.25
