"postal_code","id","Weighted_Average_Age","Standard_Deviation_Age","prop_0.14","prop_15.24","prop_25.44","prop_45.64","prop_65.","prop_university","worker","prop_women","pop_density","livability_score","Aid","Income","single_family_housing","Distance GP","Within 1 km GP","Within 3 km GP","Within 5 km GP","Distance Hospital","Within 5 km Hospital","Within 10 km Hospital","Within 20 km Hospital","Distance Supermarket","Within 1 km Supermarket","Within 3 km Supermarket","Within 5 km Supermarket","Distance Department Store","Within 5 km Department Store","Within 10 km Department Store","Within 20 km Department Store","Distance Restaurant","Within 1 km Restaurant","Within 3 km Restaurant","Within 5 km Restaurant","Distance Day Care","Within 1 km Day Care","Within 3 km Day Care","Within 5 km Day Care","Distance School","Within 1 km School","Within 3 km School","Within 5 km School","age_cluster","demographic_cluster","social_cluster"
5991289,391,40.6783400455262,21.8828537026054,0.171948870600595,0.108037121344773,0.270530555069165,0.240413237611627,0.208895114690947,0.130975310803712,0.229556995272282,0.523025739800385,0.134929922438427,7.96897196662633,1,0.108934169278997,0.34,0.6,2.8,13.8,38.9,2.5,2.1,13,22.8,0.6,2.2,13.4,40.5,1.2,3.1,17.7,40.7,0.6,2.9,27.5,101.9,0.5,4.5,31.5,89.8,0.5,1.9,13.7,44.9,0,1,0
5991290,392,36.7801972062449,20.7508025051167,0.198849630238291,0.137633525061627,0.278142974527527,0.273623664749384,0.112161051766639,0.0944946589975349,0.268693508627773,0.509038619556286,0.221608382092802,7.71760751331317,0.421052631578947,0.102664576802508,0.54,0.6,0.9,8.1,20.2,4,2.3,12.3,22.1,0.6,0.9,7.6,20.2,2.7,1.7,16.2,40.2,0.6,0.9,8.8,51.5,0.3,6.9,23.8,49.1,0.5,2.6,9.5,23.5,0,1,0
5991391,393,41.9713993871297,21.2351877310697,0.148110316649642,0.108273748723187,0.252298263534219,0.292134831460674,0.198161389172625,0.12461695607763,0.182839632277835,0.498467824310521,0.0835759967342496,8.01483259519663,0.12280701754386,0.153605015673981,0.84,0.5,1,1,1.4,9,0,1.9,17,0.5,1,1,1.8,5.7,0,4.9,28,0.4,1.9,2,5.2,0.5,1,1,2.8,0.5,2,2,2.8,0,1,0
5991444,394,41.2490886998785,21.1728389483574,0.147630619684083,0.143377885783718,0.208991494532199,0.331105710814095,0.168894289185905,0.377885783718104,0.198055893074119,0.512758201701094,0.1070077561573,8.39843105234493,0.157894736842105,0.278213166144201,0.65,1.2,0.4,8.3,28.9,2.1,3.8,13.2,21.1,0.6,1.2,11.4,41.9,1.3,7,20.5,40.5,0.9,0.8,29,160.6,0.9,2.7,26.6,84.2,1.1,1,12.4,40.7,0,1,0
5991446,395,39.3890577507599,20.7591632536233,0.158054711246201,0.13677811550152,0.27355623100304,0.282674772036474,0.148936170212766,0.206686930091185,0.209726443768997,0.498480243161094,0.0871411076336917,8.33375214157038,0.0467836257309941,0.14576802507837,0.86,1,0.6,3.6,15.3,3.8,4.6,13.2,21,1.7,0,3.1,26.8,3.7,6,20,39.2,0.2,2.3,8.5,91,1.1,0.2,8.1,59.1,1.2,0.1,3.2,29.3,0,1,0
5991448,396,45.7111339148281,21.1849688311487,0.124679322729605,0.0856849666495639,0.209338122113905,0.319138019497178,0.260646485377116,0.251410979989738,0.168804515135967,0.516162134427912,0.153517485372159,8.18124566093386,0.31578947368421,0.164576802507837,0.35,1,0.8,9.1,31.2,1.8,2.8,13.1,22.2,0.8,1.1,11.7,42.4,0.9,7.1,20.2,41.9,0.8,1.6,31.9,121.5,0.4,4.5,24.2,86.2,0.4,2,12.6,43.1,0,0,2
5991449,397,41.9084315503173,21.2466786180737,0.126926563916591,0.13689936536718,0.279691749773345,0.230734360834089,0.225747960108794,0.216681776971895,0.193109700815956,0.529011786038078,0.139610831405633,8.10650299965937,0.31578947368421,0.133228840125392,0.19,0.5,2.6,9.9,28.7,2.4,2,12.1,23.6,0.5,2.9,12.5,38,0.8,6.6,20.2,42.3,0.3,8.1,31.6,99.2,0.5,2.5,25.4,79,0.6,1.3,13.3,43.2,0,0,3
5991463,398,45.2341091335811,22.3979306691176,0.143946802268727,0.0899667514179542,0.21592020340309,0.243692548406024,0.306669274398592,0.185800899667514,0.182476041462938,0.535888910619988,0.159259763233093,7.95831734085108,0.742690058479532,0.133228840125392,0.37,0.9,0.6,6.7,18.2,4.4,1.2,10.9,24.3,0.7,1.9,10.6,26.2,1.8,4.6,17.8,42.1,0.9,2.1,22.7,68.3,0.5,1.9,17.6,50.3,0.5,1.6,11.9,31.2,0,1,3
5991466,399,40.6765625,21.4826982868445,0.16875,0.1125,0.2490625,0.29,0.1796875,0.17625,0.225,0.513125,0.206640359232549,7.94331484665107,0.543859649122807,0.13166144200627,0.51,0.8,0.8,8.1,21,3.2,2.3,7.6,22.2,0.7,1.9,11,27.4,2.4,5.1,13.9,38.3,0.7,2.9,23.5,65.1,0.4,3.7,21.5,50.9,0.4,2.1,13.9,33.3,0,0,3
5991467,400,42.7482083134257,21.1064180414048,0.136645962732919,0.104156712852365,0.259913999044434,0.284758719541328,0.213569039655996,0.20066889632107,0.178213091256569,0.525083612040134,0.17616002177167,8.01888085434532,0.409356725146199,0.119905956112853,0.27,0.6,1.5,13,28.2,2.2,1.3,11,22.1,0.5,1.8,17.6,35.9,1.2,5.3,18.1,41.8,0.6,6.4,37.5,87.5,0.5,3.1,31.1,74.4,0.5,2.3,16.9,42.9,1,0,3
