,postal_code,Distance GP,Within 1 km GP,Within 3 km GP,Within 5 km GP,Distance Hospital,Within 5 km Hospital,Within 10 km Hospital,Within 20 km Hospital,Distance Supermarket,Within 1 km Supermarket,Within 3 km Supermarket,Within 5 km Supermarket,Distance Department Store,Within 5 km Department Store,Within 10 km Department Store,Within 20 km Department Store,Distance Restaurant,Within 1 km Restaurant,Within 3 km Restaurant,Within 5 km Restaurant,Distance Day Care,Within 1 km Day Care,Within 3 km Day Care,Within 5 km Day Care,Distance School,Within 1 km School,Within 3 km School,Within 5 km School
517,7725160,1.0,1.1,16.6,25.5,1.7,2.0,3.0,7.0,0.8,0.9,20.8,41.9,1.8,5.0,11.8,24.8,0.7,3.5,25.9,224.7,0.3,3.5,29.6,45.3,0.4,1.4,18.5,27.4
518,7725210,0.6,1.0,4.1,18.6,4.2,1.0,3.1,8.0,2.2,0.0,3.4,23.0,4.4,1.9,11.5,23.5,0.4,1.4,5.3,53.4,0.6,0.9,8.1,30.5,0.6,0.8,5.8,19.4
519,7725220,0.5,1.4,6.3,21.4,3.2,1.0,3.0,8.0,0.5,1.0,7.7,29.1,3.3,2.0,11.2,23.6,1.4,0.1,11.8,56.4,0.4,2.3,16.5,38.3,0.5,1.6,9.9,24.3
520,7725230,0.6,0.9,3.9,19.6,4.1,1.0,3.0,8.0,0.9,0.6,4.2,20.4,4.2,1.3,11.0,23.5,1.0,0.5,4.9,40.9,0.4,2.5,9.8,31.3,0.5,1.8,5.9,19.3
521,7725240,1.1,0.4,4.1,17.5,3.8,1.0,2.5,8.0,0.6,1.4,5.0,18.6,3.9,1.3,10.4,23.8,0.6,1.0,7.3,32.9,0.6,1.4,10.8,29.9,0.5,1.4,6.7,18.9
522,7725310,1.1,0.2,14.1,23.8,2.3,2.0,3.0,8.0,0.5,2.0,16.9,36.7,1.9,3.1,11.6,24.1,0.6,2.3,23.6,105.2,0.5,2.1,27.6,41.9,0.5,1.9,16.7,26.7
523,7725320,0.5,2.2,12.4,24.0,2.6,2.0,3.0,7.7,0.5,2.0,15.4,38.3,2.3,3.7,11.1,24.1,0.5,2.1,19.7,100.1,0.6,1.5,25.6,41.6,0.6,1.4,16.3,26.9
524,7725330,0.9,0.7,10.5,22.3,3.1,1.6,3.0,8.0,0.9,0.8,10.4,31.2,2.6,2.0,11.0,23.8,1.0,1.3,13.4,57.3,0.4,2.2,19.0,38.9,0.9,0.9,11.2,24.9
525,7725340,0.4,2.1,8.7,21.2,3.6,1.7,3.0,7.7,0.6,1.2,10.1,27.6,3.1,2.2,10.7,24.0,0.6,2.9,13.4,45.5,0.4,2.8,16.3,37.8,0.5,1.8,10.8,24.6
526,7725410,0.5,2.6,12.7,28.8,2.3,2.0,3.9,8.0,0.5,2.9,15.7,48.7,2.5,6.3,11.7,24.7,0.4,3.0,19.4,212.8,0.4,4.0,22.3,48.4,0.4,2.6,15.4,29.8
527,7725420,0.7,1.0,10.2,27.5,2.4,2.0,4.0,8.0,0.8,0.9,12.4,47.7,2.8,6.0,12.0,24.5,0.8,0.9,16.1,182.1,0.6,3.3,19.1,46.5,0.7,2.1,12.4,29.0
528,7725430,0.9,1.5,8.5,23.3,3.3,2.0,3.1,7.9,0.6,2.5,10.4,37.5,3.3,4.0,10.1,23.8,0.5,2.7,13.0,87.9,0.3,3.6,18.1,41.3,0.5,2.4,12.6,26.0
529,7725440,1.4,0.1,7.3,19.7,3.9,2.0,3.0,7.8,1.0,1.1,7.7,26.6,3.6,2.2,9.1,23.6,1.1,1.1,11.3,44.2,0.3,2.5,16.9,37.9,0.3,2.1,11.0,23.3
530,7726110,0.7,1.5,15.9,31.7,3.2,3.0,5.0,7.0,0.6,2.2,35.0,58.7,1.3,7.2,12.0,23.0,0.4,47.8,241.4,290.0,0.6,2.5,26.1,61.5,0.6,1.9,15.5,40.1
531,7726120,0.5,1.9,15.5,33.0,3.1,3.0,5.0,7.0,0.4,3.6,35.4,60.6,0.6,7.9,11.9,23.0,0.2,28.7,240.8,292.1,0.4,1.7,23.9,65.6,0.4,1.7,13.8,40.3
532,7726130,0.7,1.4,13.8,31.2,3.6,3.0,5.0,7.0,0.5,3.9,32.9,56.0,0.8,7.3,11.2,23.0,0.8,7.6,230.0,290.2,0.6,1.9,22.3,59.9,0.6,2.0,15.1,36.6
533,7726140,0.5,1.1,14.0,31.7,3.8,3.0,5.0,7.0,0.3,3.6,31.5,57.6,0.6,7.7,11.1,23.0,0.5,8.5,222.2,290.2,0.3,1.9,22.0,61.2,0.3,1.9,14.6,37.3
534,7726150,0.5,2.2,14.6,31.7,3.3,3.0,5.0,7.0,0.4,3.4,30.1,58.1,0.5,8.0,12.0,23.2,0.3,16.0,217.2,289.8,0.6,2.0,20.9,63.6,0.6,1.8,13.3,38.6
535,7726160,0.4,1.3,15.6,34.9,2.8,2.9,5.0,7.0,0.4,2.2,29.1,62.0,0.9,8.0,12.9,24.0,0.1,20.5,221.7,291.4,0.9,0.8,23.5,67.5,0.9,0.8,14.3,42.0
536,7726220,0.8,1.0,8.2,29.8,4.3,3.3,4.9,7.0,0.7,1.9,19.4,55.0,1.3,7.4,10.8,23.0,0.5,2.2,104.9,283.7,0.4,3.0,18.5,56.9,0.4,1.6,12.6,34.7
537,7726230,0.8,0.8,7.0,27.7,4.4,2.0,4.2,7.0,0.4,1.2,12.4,52.9,2.0,7.4,9.8,22.7,0.6,1.3,42.0,274.6,0.4,4.6,14.3,50.5,0.5,2.2,9.0,32.4
538,7726240,0.7,1.0,10.6,30.3,3.4,2.2,5.0,7.0,0.8,1.1,22.7,55.3,1.3,8.0,12.5,23.9,0.5,5.4,119.5,279.2,0.4,4.2,17.6,55.2,0.4,1.8,11.7,34.8
539,7726250,1.3,0.0,10.9,30.8,3.2,2.0,5.0,7.6,1.0,0.5,21.9,54.2,1.6,7.2,12.8,24.0,0.6,2.8,80.4,274.0,0.7,1.8,18.6,55.3,0.9,0.8,11.3,35.7
540,7726330,2.1,0.0,3.9,17.7,4.7,0.8,4.0,7.0,0.9,0.5,6.9,31.6,1.4,4.5,9.0,22.9,1.3,0.2,13.2,101.5,0.9,0.8,14.1,37.5,1.1,0.7,7.9,24.8
541,7726340,1.8,0.0,1.3,9.0,5.7,0.0,4.0,6.5,0.7,0.9,4.2,16.1,0.7,3.5,9.7,23.6,0.6,0.9,6.8,41.8,0.8,0.8,4.8,28.5,0.8,0.8,2.3,18.7
542,7726350,1.8,0.0,2.8,11.0,4.9,0.7,4.0,6.1,1.7,0.0,6.1,19.6,2.9,3.0,9.0,21.5,2.1,0.0,11.3,47.9,0.4,1.9,11.8,29.8,1.5,0.1,7.5,18.9
543,7726390,2.7,0.0,1.5,11.0,5.5,0.0,4.0,7.0,1.0,0.4,5.6,19.5,1.0,4.0,9.0,22.0,1.1,0.3,6.9,61.2,1.1,0.3,6.3,28.8,1.1,0.3,3.4,19.8
544,7726399,1.0,0.5,1.5,8.8,5.9,0.0,4.0,6.1,0.0,1.0,4.1,14.0,0.9,2.6,9.0,22.6,0.2,1.0,8.2,38.4,0.1,1.5,6.2,26.0,1.1,1.0,3.6,16.9
545,7727110,0.6,2.5,15.9,31.3,2.4,3.1,5.0,7.0,0.5,3.1,33.3,56.6,2.0,6.2,12.3,23.0,0.2,44.8,242.3,293.2,0.5,2.3,27.5,58.2,0.8,0.9,16.5,36.9
546,7727120,0.5,1.7,15.1,32.7,2.7,3.5,5.0,7.0,0.3,3.7,32.7,57.3,1.8,6.5,12.2,23.0,0.2,39.8,237.3,296.7,0.4,2.8,26.5,59.1,0.6,1.4,17.2,38.0
547,7727130,0.3,1.2,13.2,32.8,2.9,3.9,5.0,7.0,0.8,1.7,28.1,57.6,1.7,7.0,12.0,23.0,0.5,7.2,221.9,296.4,0.2,2.0,22.2,58.1,0.2,1.0,15.5,36.0
548,7727210,0.9,1.0,9.5,27.8,2.7,2.4,5.0,7.0,0.9,2.6,15.6,54.0,1.3,7.0,11.7,23.1,0.4,5.5,111.1,296.8,0.5,1.6,14.4,52.1,0.5,1.4,11.6,31.5
549,7727220,0.6,2.0,11.0,29.1,2.2,2.7,5.0,7.0,0.5,5.9,18.9,55.0,1.4,7.0,11.9,23.4,0.3,8.7,131.0,299.4,0.6,2.5,18.7,53.2,0.6,2.0,13.3,32.6
550,7727240,0.4,1.9,10.5,29.9,1.5,2.3,5.0,7.0,0.4,5.5,18.3,52.8,1.7,6.3,12.0,23.1,0.5,5.9,124.0,297.8,0.4,1.5,19.2,51.0,0.4,1.2,13.0,31.7
551,7727250,0.5,1.6,7.6,25.9,2.0,2.0,5.0,7.0,0.8,3.0,11.5,53.1,1.0,7.2,11.2,23.0,0.7,3.7,70.5,296.9,0.6,2.2,13.4,51.4,0.6,2.1,9.8,33.3
552,7727310,1.1,0.4,7.6,22.1,3.0,2.0,4.5,7.0,0.8,1.1,13.5,45.2,1.0,5.8,9.8,23.0,0.8,1.2,33.6,253.7,0.4,2.5,12.5,47.0,0.5,2.5,10.8,30.2
553,7727320,0.7,0.9,7.0,23.2,2.5,2.0,4.6,7.0,0.6,1.6,10.5,41.4,0.6,4.6,10.5,23.0,0.6,1.7,25.7,219.6,0.4,2.1,10.6,47.6,0.4,2.0,8.8,31.3
554,7727330,1.2,0.2,7.2,22.0,2.1,2.0,4.0,7.0,1.1,0.5,10.9,35.4,1.0,4.0,10.0,22.2,1.1,0.5,27.3,170.9,0.6,1.6,9.9,40.9,0.6,1.6,8.0,26.7
555,9350000,0.3,3.6,14.1,26.4,1.8,4.0,4.0,4.3,0.4,4.1,23.0,32.3,0.3,5.0,6.0,11.0,0.0,152.2,235.6,265.3,0.4,4.4,20.5,42.2,0.4,3.2,14.0,25.2
556,9350001,0.3,2.8,12.8,26.1,1.9,4.0,4.0,4.0,0.6,2.3,21.3,32.2,0.6,5.0,6.0,11.0,0.1,133.4,236.8,262.3,0.2,3.8,18.1,41.8,0.4,2.3,13.0,24.9
557,9350002,0.2,4.4,15.4,24.1,1.1,4.0,4.0,4.0,0.5,4.2,22.2,30.2,0.9,5.0,6.0,11.0,0.1,114.4,231.4,259.6,0.4,3.4,18.2,40.4,0.4,3.1,13.5,24.0
558,9350003,0.6,3.3,14.7,24.9,1.6,4.0,4.0,4.3,0.4,4.3,22.3,30.9,0.9,5.0,6.0,11.0,0.1,103.0,231.8,262.9,0.4,2.2,17.4,41.0,0.5,2.3,12.6,24.7
559,9350004,0.4,1.3,13.9,25.9,2.2,4.0,4.0,4.9,0.4,4.7,22.5,32.0,0.8,5.0,6.0,11.0,0.2,99.6,233.8,265.7,0.9,1.7,19.7,42.1,0.8,1.3,13.9,25.1
560,9350005,0.9,1.3,14.2,27.3,2.7,4.0,4.0,5.0,0.4,5.0,21.7,33.4,0.8,5.0,6.0,11.0,0.4,52.3,239.1,264.6,0.4,1.7,22.3,44.3,0.8,0.8,14.8,27.3
561,9350006,0.5,3.3,15.6,26.3,2.1,4.0,4.0,5.0,0.3,4.4,22.7,33.1,0.5,5.0,6.0,11.0,0.1,52.0,242.9,267.2,0.4,2.3,28.7,43.1,0.4,1.5,16.7,26.0
562,9350100,0.4,1.1,11.3,24.8,2.4,4.0,4.0,4.0,0.4,1.0,16.5,31.6,1.5,5.0,6.0,11.0,0.2,17.2,227.1,259.0,0.5,1.7,14.5,41.0,0.5,1.5,11.0,24.7
563,9350101,0.8,1.0,11.3,23.9,2.0,3.9,4.0,4.0,0.8,1.1,15.5,31.0,1.6,5.0,6.0,10.9,0.4,11.6,217.5,258.9,0.6,1.3,14.3,40.0,0.8,1.1,10.5,24.1
564,9350102,1.2,0.8,12.6,21.7,1.2,3.3,4.0,4.0,0.5,1.3,15.2,29.3,1.6,5.0,6.0,10.6,0.4,12.3,198.5,255.9,0.7,0.8,15.9,36.8,1.3,0.2,12.0,23.1
565,9350103,1.2,0.2,10.6,17.9,1.7,2.6,4.0,4.0,1.1,0.4,10.2,24.4,2.1,4.1,5.9,10.0,0.8,1.3,148.0,243.0,0.9,0.8,12.1,23.0,0.9,0.6,9.9,17.5
566,9350104,0.8,1.0,6.7,15.3,2.5,2.0,4.0,4.0,0.9,0.6,5.6,20.3,2.9,3.9,5.0,9.0,0.4,1.3,30.7,226.0,0.4,1.0,5.8,18.9,0.4,1.0,4.9,14.2
567,9350200,0.4,3.9,14.2,21.5,0.7,3.3,4.0,4.0,0.4,4.3,19.1,28.2,0.7,4.5,6.0,11.0,0.4,11.3,211.6,252.5,0.5,2.1,16.4,32.4,0.4,2.3,12.5,22.5
568,9350201,0.5,3.5,15.0,22.5,0.6,3.7,4.0,4.0,0.4,3.6,20.3,29.7,1.0,5.0,6.0,10.9,0.3,24.8,219.5,256.8,0.5,1.9,17.0,36.9,0.7,2.3,13.0,23.4
569,9350202,0.7,1.9,12.7,17.6,1.2,2.0,4.0,4.0,0.4,2.0,13.1,24.4,1.1,4.0,6.0,10.1,0.4,1.6,148.1,241.2,0.4,2.8,14.0,21.6,0.5,2.2,10.3,15.8
570,9350203,0.4,1.4,11.5,17.5,1.4,2.0,4.0,4.0,0.9,1.1,12.0,23.3,1.1,4.0,6.0,10.4,0.9,0.9,103.6,237.0,0.3,1.4,12.1,19.4,0.3,1.4,10.0,14.8
571,9350204,0.6,2.8,11.7,18.8,0.6,2.0,4.0,4.0,0.7,2.3,14.1,25.7,1.2,4.0,6.0,11.0,0.8,1.5,136.3,240.1,0.7,2.6,11.7,22.3,0.8,1.3,9.2,17.0
572,9350205,0.4,1.3,11.3,20.3,0.4,2.2,4.0,4.0,0.4,1.4,16.0,27.2,1.4,4.0,6.0,11.0,0.3,2.4,180.0,244.6,0.4,2.5,13.7,26.8,0.4,1.1,9.9,19.2
573,9350206,0.8,1.8,8.7,18.2,1.0,2.0,4.0,4.0,0.7,1.8,11.5,24.4,2.1,4.0,6.0,10.8,0.9,0.7,74.2,236.6,0.8,1.6,8.4,20.2,0.7,1.1,7.1,15.6
574,9350207,0.5,2.1,7.7,15.3,1.4,2.0,4.0,4.0,0.5,2.1,8.6,20.8,2.1,3.8,6.0,10.1,1.6,0.1,24.1,219.7,0.5,1.4,8.2,17.4,0.6,1.0,6.6,13.4
575,9350208,1.4,0.0,7.0,14.0,2.3,2.0,4.0,4.0,1.2,0.3,7.0,19.0,2.1,3.7,5.3,9.1,1.2,0.3,15.8,215.6,0.5,1.5,7.7,16.9,0.5,1.5,6.5,12.9
576,9350209,0.5,1.8,8.2,15.1,2.1,2.0,4.0,4.0,0.5,1.3,7.6,20.6,2.0,3.8,5.5,9.4,0.5,1.8,36.3,223.8,0.8,1.7,8.6,18.0,0.8,1.5,7.1,13.6
577,9350300,1.8,0.0,9.0,22.6,2.8,3.7,4.0,4.9,0.5,1.4,15.4,29.1,2.1,4.8,6.0,11.0,1.1,2.6,197.0,257.5,1.9,0.0,10.1,34.0,1.9,0.0,7.2,22.7
578,9350302,0.4,3.3,15.9,24.5,1.0,4.0,4.0,4.2,0.5,4.0,21.7,30.5,1.0,5.0,6.0,11.0,0.2,55.6,230.6,260.3,0.5,2.2,16.6,39.4,0.4,2.9,12.6,24.2
579,9350400,0.5,2.7,13.8,24.4,2.0,4.0,4.0,5.0,0.7,3.7,19.2,32.6,1.1,5.1,6.1,11.2,0.5,15.1,218.1,266.4,0.5,2.9,27.4,41.2,0.5,1.7,14.3,24.1
580,9350401,0.5,3.0,14.6,24.8,1.5,4.0,4.0,5.0,0.3,2.6,20.5,33.0,0.9,5.0,6.0,11.0,0.7,18.4,238.7,268.9,0.3,1.6,30.2,43.4,0.3,1.5,15.9,24.6
581,9350402,0.4,1.6,11.4,23.0,1.5,4.0,4.0,5.0,0.4,2.9,16.8,31.8,1.6,5.0,7.0,12.1,0.5,7.3,169.7,266.2,0.4,4.0,25.4,39.0,0.5,2.4,12.0,22.6
582,9350403,0.4,1.1,9.3,25.8,2.6,3.9,4.0,5.0,0.5,1.1,16.0,33.1,2.6,6.0,7.0,13.0,0.4,1.3,118.7,271.9,0.7,1.1,14.1,41.8,0.7,1.1,8.5,24.8
583,9350404,1.0,0.8,7.1,23.6,3.4,3.6,4.0,5.0,1.1,0.8,13.8,30.5,2.7,5.7,6.2,11.8,1.0,0.8,146.7,266.2,0.6,0.8,9.8,39.2,0.6,0.8,6.5,23.7
584,9350405,0.5,1.9,12.5,23.1,0.9,3.0,4.0,5.0,0.6,1.6,15.4,31.8,0.9,4.6,7.0,13.2,0.4,8.9,113.3,267.3,0.4,6.0,25.4,41.3,0.5,1.9,11.7,22.8
585,9350406,0.5,1.8,7.4,18.0,1.6,2.0,4.0,5.9,0.6,0.9,7.9,26.9,2.6,4.8,7.0,15.5,0.4,4.6,29.6,217.1,0.6,1.4,14.2,33.5,0.8,0.7,7.0,17.9
586,9350501,0.4,1.0,1.0,3.0,6.5,0.0,4.0,5.0,3.9,0.0,0.0,4.3,5.3,0.3,6.0,10.7,2.8,0.0,0.8,21.3,0.5,1.0,1.0,3.7,0.5,1.0,1.0,2.9
587,9350502,3.1,0.0,0.3,3.6,7.7,0.0,4.0,5.0,3.3,0.0,0.2,3.6,5.1,0.6,6.0,12.0,0.6,1.0,1.2,12.2,2.8,0.0,1.5,6.5,2.8,0.0,1.5,4.1
588,9350600,0.8,0.8,11.5,21.9,0.9,2.9,4.0,4.0,0.9,0.7,13.9,30.3,2.2,4.9,6.0,10.9,0.3,3.4,149.3,258.0,0.4,3.9,25.0,40.0,0.4,2.9,12.7,21.1
589,9350601,0.7,0.7,5.9,17.8,1.5,2.4,4.0,4.0,0.8,0.7,6.6,24.8,3.1,4.1,6.0,10.6,1.0,0.6,30.2,251.0,0.7,1.5,13.1,36.6,0.7,1.4,7.0,19.1
590,9350602,0.6,1.3,10.6,21.0,1.4,2.3,4.0,4.6,0.7,1.5,11.0,27.9,0.9,4.1,6.6,11.4,0.5,5.6,51.9,260.2,0.3,5.5,24.3,39.9,0.6,1.5,11.2,20.7
591,9350603,0.6,1.6,6.5,16.5,1.9,2.0,4.0,4.0,0.7,1.8,6.8,19.7,2.4,3.2,6.0,10.7,0.8,0.9,22.6,172.5,0.4,2.1,20.6,36.0,0.7,0.8,8.6,17.3
592,9350604,0.8,1.6,9.1,19.7,1.8,2.2,4.0,4.0,0.7,1.7,8.5,25.6,1.4,4.0,6.0,11.0,0.6,1.8,33.0,248.0,0.8,2.8,24.9,39.1,1.1,0.5,10.6,19.9
593,3630000,0.3,5.9,50.5,129.4,1.2,2.8,6.0,13.8,0.2,10.7,76.8,158.1,0.6,10.8,21.8,38.4,0.0,291.5,1312.0,1943.0,0.3,5.9,101.5,302.7,0.4,1.9,26.7,96.3
594,3630001,0.4,7.6,53.2,129.3,0.9,2.8,6.0,13.2,0.2,11.4,77.3,158.9,0.4,10.8,22.6,37.9,0.1,315.9,1355.0,1961.0,0.4,5.0,119.3,310.1,0.6,1.6,30.6,95.9
595,3630002,0.2,7.2,57.9,133.7,0.9,3.0,6.0,13.6,0.1,12.7,83.7,162.6,0.4,11.0,23.0,37.6,0.1,322.9,1414.0,1986.0,0.3,5.7,126.9,320.2,0.3,2.0,32.4,100.3
596,3630003,0.4,8.2,61.4,127.2,0.7,3.0,6.0,13.0,0.2,12.8,82.2,160.4,0.4,11.0,23.0,37.2,0.0,369.6,1453.0,1990.0,0.6,5.0,141.1,320.0,0.8,1.8,34.6,95.5
597,3630004,0.3,7.3,62.7,131.4,0.9,3.0,6.0,13.0,0.2,12.8,85.7,162.6,0.4,11.1,23.0,36.5,0.1,367.7,1471.0,1999.0,0.6,5.2,140.8,324.3,0.6,2.1,34.8,97.9
598,3630101,0.3,8.9,45.6,119.9,0.9,3.0,6.0,13.1,0.3,8.4,66.5,153.4,0.4,11.0,21.3,39.1,0.0,320.3,1199.0,1918.0,0.5,4.3,100.0,288.9,0.6,1.6,28.9,89.8
599,3630102,0.6,6.8,44.2,121.4,0.9,3.0,6.0,13.0,0.4,8.4,69.3,154.5,0.3,11.0,21.2,39.0,0.0,293.6,1247.0,1918.0,0.7,3.2,101.0,293.2,0.8,1.4,24.7,89.3
600,3630103,0.3,9.7,49.7,122.8,0.6,3.0,6.0,13.0,0.4,9.5,71.7,155.1,0.6,11.0,23.0,39.0,0.0,314.0,1318.0,1949.0,0.6,4.7,112.8,299.5,0.6,1.6,32.0,89.3
601,3630104,0.6,8.5,50.4,123.6,0.7,3.0,6.0,13.0,0.4,9.3,74.3,155.5,0.3,11.0,22.9,38.4,0.0,307.3,1333.0,1948.0,0.7,3.9,114.1,301.2,1.0,0.7,25.7,86.0
602,3630105,0.1,8.8,63.0,126.1,0.2,3.0,6.0,13.0,0.2,10.6,82.0,156.9,0.5,11.3,22.8,38.0,0.0,351.6,1480.0,1986.0,0.4,5.6,152.1,316.6,0.8,1.9,39.4,97.1
603,3630106,0.3,8.4,62.2,126.5,0.4,3.0,6.0,13.0,0.2,11.4,82.5,157.7,0.4,11.4,23.0,37.7,0.0,369.5,1472.0,1985.0,0.6,4.9,148.8,318.2,0.9,1.5,37.7,96.4
604,3630107,0.4,5.6,62.6,127.8,0.7,3.0,6.0,13.0,0.3,10.6,85.5,160.3,0.4,11.6,23.0,36.4,0.0,311.2,1469.0,1990.0,0.9,3.2,142.2,321.7,1.0,0.9,33.9,95.9
605,3630200,0.2,10.6,45.9,119.4,1.0,3.0,6.0,13.6,0.4,8.2,63.2,151.7,0.8,10.5,20.5,40.0,0.1,257.5,1208.0,1915.0,0.3,5.9,101.4,285.9,0.3,2.0,31.0,87.5
606,3630201,0.2,12.2,56.3,123.1,0.8,3.0,6.0,13.4,0.4,10.5,71.9,153.7,0.9,10.6,21.8,39.4,0.1,283.9,1344.0,1948.0,0.4,7.6,116.8,298.4,0.4,3.3,32.9,90.6
607,3630202,0.3,11.3,66.7,126.3,0.5,3.0,6.0,13.0,0.2,10.5,82.9,158.3,0.7,11.6,22.1,38.5,0.1,321.6,1481.0,1987.0,0.2,8.3,156.3,319.6,0.5,3.3,39.3,97.6
608,3630203,0.4,9.4,71.8,128.3,0.6,3.0,6.3,13.0,0.4,11.4,87.6,164.2,0.6,12.2,22.0,38.0,0.1,332.5,1538.0,2009.0,0.3,8.4,168.5,326.2,0.6,2.4,45.9,101.4
609,3630300,0.5,8.4,69.5,131.6,0.9,3.8,7.1,13.0,0.4,12.3,93.9,168.8,0.6,13.0,22.1,37.0,0.1,330.1,1568.0,2018.0,0.5,7.6,174.8,333.3,0.6,2.0,45.1,103.0
610,3630302,0.3,6.7,73.3,129.4,1.2,3.4,7.9,13.0,0.2,10.2,96.9,167.2,0.7,13.0,22.8,35.4,0.1,311.5,1542.0,2006.0,0.3,5.8,156.4,326.3,0.3,2.3,42.1,98.3
611,3630304,0.4,4.9,71.0,132.8,1.1,2.7,7.0,13.2,0.2,11.2,98.0,166.1,0.5,11.5,23.0,34.4,0.0,249.7,1516.0,2014.0,0.4,4.9,144.7,325.6,0.7,2.8,38.0,100.9
612,3630306,0.5,8.8,70.4,129.8,0.7,3.3,6.8,13.0,0.4,12.6,89.5,166.7,0.5,12.8,22.3,37.9,0.0,341.8,1556.0,2017.0,0.3,9.7,170.9,329.8,0.8,2.6,46.8,102.2
613,3630400,0.7,2.4,41.0,121.0,1.8,2.0,6.0,13.5,0.1,4.8,55.2,144.0,1.1,9.9,21.0,35.8,0.1,129.1,1022.0,1857.0,0.8,4.1,67.2,263.9,0.8,0.9,19.9,85.1
614,3630401,0.2,4.5,56.2,127.9,1.6,2.0,6.0,14.0,0.5,8.6,79.2,156.5,0.8,11.3,21.0,36.6,0.3,182.1,1244.0,1931.0,0.4,6.9,93.5,295.7,0.5,2.7,27.7,92.7
615,3630402,0.3,4.3,59.0,128.1,1.9,2.0,6.0,13.8,0.3,6.4,81.2,154.0,0.6,11.0,21.4,33.6,0.1,107.7,1241.0,1929.0,0.1,9.5,94.8,293.1,0.4,3.4,31.0,91.0
616,3630403,0.2,4.3,57.2,130.6,1.4,2.1,6.0,14.0,0.3,10.6,82.9,161.4,0.7,11.5,21.9,37.3,0.1,221.7,1342.0,1957.0,0.2,6.0,104.1,306.7,0.2,2.1,29.3,96.6
617,3630404,0.2,5.0,59.2,132.1,1.3,2.4,6.0,14.0,0.2,12.2,83.2,161.5,0.5,11.2,23.0,36.5,0.1,238.8,1397.0,1987.0,0.2,6.1,117.6,315.8,0.3,2.3,31.6,98.1
618,3630405,0.5,4.7,59.8,130.6,1.7,2.0,6.3,13.7,0.3,8.2,87.1,160.0,0.3,12.0,22.2,33.2,0.1,153.5,1343.0,1961.0,0.3,8.6,101.5,306.2,0.3,3.1,30.7,94.6
619,3630406,0.6,3.3,59.1,127.1,1.9,2.0,6.2,13.0,0.3,4.7,82.5,154.3,0.6,11.2,21.3,32.8,0.2,59.6,1256.0,1921.0,0.4,7.1,98.2,291.6,0.2,2.7,31.7,89.6
620,3630407,0.3,5.1,63.7,133.6,1.1,2.9,6.0,13.6,0.3,12.4,86.4,163.7,0.4,11.1,23.0,35.5,0.1,309.1,1454.0,2005.0,0.5,5.8,129.2,320.8,0.5,2.3,31.9,98.7
621,3630408,0.6,4.8,63.4,130.9,1.5,2.0,6.9,13.7,0.2,9.2,90.5,156.9,0.3,11.0,22.8,32.9,0.1,191.5,1404.0,1981.0,0.6,9.6,112.7,312.9,0.4,2.9,30.5,96.8
622,3630500,0.2,2.9,31.4,96.3,2.0,2.9,6.0,14.0,0.7,2.8,41.6,123.7,0.9,8.0,19.8,39.2,0.1,64.5,949.1,1739.0,0.2,2.5,63.4,218.0,0.9,1.6,17.3,64.6
623,3630501,0.2,8.4,41.4,114.6,1.3,3.0,6.0,14.0,0.2,7.9,60.8,147.7,0.6,10.9,20.7,40.6,0.1,264.9,1143.0,1886.0,0.2,5.9,93.1,272.5,0.4,2.1,27.4,84.9
624,3630502,0.2,7.4,38.1,107.2,1.8,3.0,6.0,14.4,0.1,8.6,56.2,136.8,0.4,10.0,20.4,41.0,0.1,164.2,1081.0,1824.0,0.3,14.2,90.2,248.1,0.7,4.2,25.3,77.9
625,3630503,0.6,4.4,32.7,96.5,2.2,3.0,6.0,14.3,0.5,5.5,44.7,119.1,0.6,8.2,20.4,39.9,0.1,79.7,924.4,1726.0,0.3,9.0,69.2,218.1,0.3,2.9,18.3,66.4
626,3630505,0.7,4.7,34.8,93.5,2.4,3.0,6.0,15.0,0.4,6.7,46.6,117.7,0.4,8.5,21.0,40.2,0.1,81.7,912.5,1723.0,0.1,13.0,76.2,216.7,0.5,4.0,19.9,67.1
627,3630600,0.2,9.5,45.1,107.8,1.6,3.0,6.0,14.3,0.3,8.9,59.0,138.4,0.6,10.0,19.9,41.0,0.1,167.6,1143.0,1860.0,0.2,16.0,95.2,261.6,0.6,3.9,28.7,79.8
628,3630602,0.2,12.3,62.7,121.4,1.1,3.0,6.0,13.3,0.3,12.4,79.1,160.4,1.2,11.0,21.0,39.2,0.1,208.1,1386.0,1969.0,0.3,17.8,137.3,296.9,0.4,4.5,38.7,91.8
629,3630603,0.4,10.1,48.7,105.4,1.7,3.0,6.0,15.0,0.4,10.5,61.6,139.5,0.6,11.0,20.6,40.9,0.1,168.1,1163.0,1848.0,0.3,21.6,102.2,262.0,0.6,4.3,31.0,80.3
630,3630604,0.4,9.8,61.9,116.0,1.5,3.0,6.0,14.2,0.4,10.3,76.1,151.5,1.2,11.0,21.0,39.2,0.1,170.5,1340.0,1917.0,0.3,20.7,130.7,288.9,0.3,3.4,37.3,89.3
631,3630605,0.2,11.0,64.8,119.8,1.3,3.0,6.0,13.8,0.2,13.0,84.4,159.8,1.5,11.2,21.0,38.0,0.0,206.8,1421.0,1963.0,0.3,25.6,149.5,302.2,0.2,5.0,40.0,93.7
