"ID";"DistrictsAndNeighbourhoods";"MunicipalityName_1";"RegionType_2";"Encoding_3";"ChangeInDistrictOrNeighbourhood_4";"DistanceToGPPractice_5";"Within1Km_6";"Within3Km_7";"Within5Km_8";"DistanceToGPPost_9";"DistanceToPharmacy_10";"DistanceToHospital_11";"Within5Km_12";"Within10Km_13";"Within20Km_14";"DistanceToHospital_15";"Within5Km_16";"Within10Km_17";"Within20Km_18";"DistanceToYouthHealthCentre_19";"DistanceToPhysiotherapist_20";"Within1Km_21";"Within3Km_22";"Within5Km_23";"DistanceToLargeSupermarket_24";"Within1Km_25";"Within3Km_26";"Within5Km_27";"DistanceToShopForOtherDailyFood_28";"Within1Km_29";"Within3Km_30";"Within5Km_31";"DistanceToDepartmentStore_32";"Within5Km_33";"Within10Km_34";"Within20Km_35";"DistanceToCafeEtc_36";"Within1Km_37";"Within3Km_38";"Within5Km_39";"DistanceToCafeteriaEtc_40";"Within1Km_41";"Within3Km_42";"Within5Km_43";"DistanceToRestaurant_44";"Within1Km_45";"Within3Km_46";"Within5Km_47";"DistanceToHotelEtc_48";"Within5Km_49";"Within105km_50";"Within20Km_51";"DistanceToDaycareCentres_52";"Within1Km_53";"Within3Km_54";"Within5Km_55";"DistanceToOutOfSchoolCare_56";"Within1Km_57";"Within3Km_58";"Within5Km_59";"DistanceToSchool_60";"Within1Km_61";"Within3Km_62";"Within5Km_63";"DistanceToSchool_64";"Within3Km_65";"Within5Km_66";"Within10Km_67";"DistanceToSchool_68";"Within3Km_69";"Within5Km_70";"Within10Km_71";"DistanceToSchool_72";"Within3Km_73";"Within5Km_74";"Within10Km_75";"DistanceToPublicGreenTotal_76";"DistanceToPark_77";"DistanceToRecreationalTerrain_78";"DistanceToForest_79";"DistanceToOpenNatTerrainTotal_80";"DistanceToOpenDryNaturalTerrain_81";"DistanceToOpenWetNaturalTerrain_82";"DistanceToSemiPublicGreenTotal_83";"DistanceToSportsArea_84";"DistanceToAllotmentGarden_85";"DistanceToRecreationalArea_86";"DistanceToCemetery_87";"DistanceToRecreationalInlandWaters_88";"DistanceToMainRoadEntrance_89";"DistanceToTrainStationAllTypes_90";"DistanceToImportantTransferStation_91";"DistanceToLibrary_92";"DistanceToSwimmingPool_93";"DistanceToArtificialIceSkatingRink_94";"DistanceToMuseum_95";"Within5Km_96";"Within10Km_97";"Within20Km_98";"DistanceToPerformingArts_99";"Within5Km_100";"Within10Km_101";"Within20Km_102";"DistanceToPopMusicVenue_103";"DistanceToCinema_104";"Within5Km_105";"Within10Km_106";"Within20Km_107";"DistanceToSauna_108";"DistanceToTanningSalon_109";"DistanceToAttraction_110";"Within10Km_111";"Within20Km_112";"Within50Km_113";"DistanceToFireStation_114"
"9763";"BU09350208";"Maastricht                              ";"Neighbourhood";"BU09350208";"1";"     1.4";"     0.0";"     7.0";"    14.0";"     6.4";"     1.4";"     2.3";"     2.0";"     4.0";"     4.0";"     6.4";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.2";"     0.3";"     7.0";"    19.0";"     1.2";"     0.5";"    18.9";"    93.8";"     2.1";"     3.7";"     5.3";"     9.1";"     2.0";"     0.0";"    12.6";"    77.4";"     1.2";"     0.3";"    16.9";"    80.7";"     1.2";"     0.3";"    15.8";"   215.6";"     3.2";"    39.9";"    51.3";"   136.7";"     0.5";"     1.5";"     7.7";"    16.9";"     0.5";"     2.4";"     6.6";"    14.0";"     0.5";"     1.5";"     6.5";"    12.9";"     1.7";"     2.0";"     2.0";"     8.3";"     1.7";"     2.0";"     2.0";"     8.3";"     1.7";"     1.0";"     1.0";"     5.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     5.4";"     4.9";"     4.9";"     2.4";"     6.7";"    21.2";"     3.7";"     2.2";"     4.0";"    10.2";"     3.5";"     2.1";"     4.0";"     5.0";"     4.1";"     4.3";"     2.0";"     2.0";"     2.0";"    10.4";"     2.9";"     9.2";"     2.0";"     5.0";"    17.0";"     3.9"
"9764";"BU09350209";"Maastricht                              ";"Neighbourhood";"BU09350209";"1";"     0.5";"     1.8";"     8.2";"    15.1";"     5.9";"     0.5";"     2.1";"     2.0";"     4.0";"     4.0";"     5.9";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.3";"     7.6";"    20.6";"     0.5";"     3.2";"    25.8";"    97.6";"     2.0";"     3.8";"     5.5";"     9.4";"     1.0";"     0.9";"    18.4";"    80.0";"     0.5";"     2.6";"    21.0";"    85.4";"     0.5";"     1.8";"    36.3";"   223.8";"     3.0";"    41.1";"    52.1";"   142.1";"     0.8";"     1.7";"     8.6";"    18.0";"     0.6";"     2.8";"     7.3";"    14.3";"     0.8";"     1.5";"     7.1";"    13.6";"     1.6";"     2.0";"     2.1";"     8.5";"     1.6";"     2.0";"     2.1";"     8.5";"     1.6";"     1.0";"     1.1";"     5.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     5.2";"     4.7";"     4.7";"     2.3";"     6.6";"    21.0";"     3.4";"     3.1";"     4.0";"    10.4";"     3.3";"     2.5";"     4.0";"     5.0";"     4.0";"     4.1";"     2.0";"     2.0";"     2.0";"    10.2";"     2.4";"     8.7";"     2.0";"     5.0";"    17.0";"     3.4"
"9765";"WK093503  ";"Maastricht                              ";"District     ";"WK093503  ";"1";"     1.5";"     0.6";"    10.2";"    22.6";"     4.8";"     1.7";"     2.4";"     3.7";"     4.0";"     4.7";"     4.8";"     0.8";"     1.0";"     1.7";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.8";"    16.2";"    29.0";"     1.2";"     4.6";"    80.9";"   136.4";"     2.0";"     4.8";"     6.0";"    11.0";"     0.5";"     8.2";"    73.3";"    96.8";"     1.2";"     4.9";"    73.9";"   116.0";"     1.0";"    12.6";"   195.9";"   256.2";"     1.2";"    47.7";"    63.7";"   156.1";"     1.6";"     0.5";"    11.1";"    34.2";"     1.5";"     0.9";"     8.5";"    21.9";"     1.6";"     0.6";"     8.1";"    22.5";"     2.9";"     1.2";"     6.5";"     9.0";"     2.9";"     1.2";"     6.5";"     9.0";"     2.9";"     0.8";"     3.8";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.3";"     2.7";"     2.7";"     2.7";"     3.6";"    18.0";"     2.0";"     4.0";"     4.0";"    11.2";"     1.1";"     3.5";"     4.0";"     5.0";"     1.1";"     1.5";"     2.0";"     2.0";"     2.1";"     7.2";"     2.2";"     7.6";"     2.0";"     5.0";"    18.6";"     2.2"
"9766";"BU09350300";"Maastricht                              ";"Neighbourhood";"BU09350300";"1";"     1.8";"     0.0";"     9.0";"    22.6";"     4.8";"     1.8";"     2.8";"     3.7";"     4.0";"     4.9";"     4.8";"     0.8";"     1.0";"     1.9";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.4";"    15.4";"    29.1";"     1.5";"     0.3";"    79.9";"   137.1";"     2.1";"     4.8";"     6.0";"    11.0";"     0.5";"     3.9";"    73.9";"    97.1";"     1.4";"     0.9";"    73.4";"   116.8";"     1.1";"     2.6";"   197.0";"   257.5";"     1.2";"    48.0";"    64.3";"   156.7";"     1.9";"     0.0";"    10.1";"    34.0";"     1.7";"     0.0";"     7.4";"    22.2";"     1.9";"     0.0";"     7.2";"    22.7";"     3.3";"     0.9";"     6.6";"     9.0";"     3.3";"     0.9";"     6.6";"     9.0";"     3.3";"     0.6";"     3.8";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.1";"     2.7";"     2.7";"     3.0";"     3.4";"    17.8";"     2.1";"     4.0";"     4.0";"    11.3";"     1.0";"     3.5";"     4.0";"     5.0";"     1.0";"     1.4";"     2.0";"     2.0";"     2.1";"     7.0";"     2.6";"     7.6";"     2.0";"     5.0";"    18.7";"     2.1"
"9767";"BU09350301";"Maastricht                              ";"Neighbourhood";"BU09350301";"1";"     1.2";"     0.5";"    11.2";"    21.7";"     5.2";"     1.1";"     1.3";"     2.8";"     4.0";"     4.5";"     5.2";"     0.3";"     1.0";"     1.5";"       .";"       .";"       .";"       .";"       .";"     0.8";"     0.8";"    17.0";"    28.0";"     0.6";"     3.7";"    78.9";"   128.1";"     2.0";"     4.2";"     6.0";"    11.0";"     0.3";"     2.3";"    71.5";"    93.9";"     0.9";"     1.7";"    72.3";"   111.3";"     0.8";"     1.4";"   189.0";"   250.1";"     1.6";"    46.6";"    63.7";"   153.6";"     1.1";"     1.0";"    11.7";"    29.1";"     1.7";"     0.0";"     8.3";"    20.3";"     1.1";"     0.5";"     8.8";"    20.6";"     2.2";"     2.0";"     5.4";"     9.0";"     2.2";"     2.0";"     5.4";"     9.0";"     2.3";"     1.0";"     3.5";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.6";"     3.1";"     3.1";"     1.8";"     3.9";"    18.4";"     2.3";"     4.0";"     4.0";"    11.0";"     1.6";"     3.2";"     4.0";"     5.0";"     1.6";"     2.0";"     2.0";"     2.0";"     2.0";"     7.6";"     1.0";"     8.0";"     2.0";"     5.0";"    18.2";"     2.7"
"9768";"BU09350302";"Maastricht                              ";"Neighbourhood";"BU09350302";"1";"     0.4";"     3.3";"    15.9";"    24.5";"     4.1";"     1.2";"     1.0";"     4.0";"     4.0";"     4.2";"     4.1";"     1.0";"     1.0";"     1.2";"       .";"       .";"       .";"       .";"       .";"     0.5";"     4.0";"    21.7";"    30.5";"     0.3";"    22.3";"    98.5";"   143.7";"     1.0";"     5.0";"     6.0";"    11.0";"     0.3";"    27.4";"    84.1";"    99.4";"     0.4";"    22.2";"    88.6";"   119.8";"     0.2";"    55.6";"   230.6";"   260.3";"     0.6";"    48.0";"    63.3";"   158.0";"     0.5";"     2.2";"    16.6";"    39.4";"     0.4";"     4.5";"    14.2";"    23.5";"     0.4";"     2.9";"    12.6";"    24.2";"     1.4";"     2.4";"     7.0";"     9.0";"     1.4";"     2.4";"     7.0";"     9.0";"     1.4";"     1.4";"     4.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.6";"     2.2";"     2.2";"     1.8";"     3.9";"    18.4";"     1.1";"     4.0";"     4.0";"    11.0";"     0.8";"     4.0";"     4.0";"     5.0";"     1.1";"     1.4";"     2.0";"     2.0";"     2.0";"     7.6";"     1.1";"     6.9";"     2.0";"     5.0";"    18.0";"     1.8"
"9769";"BU09350303";"Maastricht                              ";"Neighbourhood";"BU09350303";"1";"     2.3";"     0.1";"     4.6";"    15.0";"     6.5";"     2.2";"     2.4";"     2.2";"     4.0";"     4.1";"     6.5";"     0.1";"     1.0";"     1.1";"       .";"       .";"       .";"       .";"       .";"     1.9";"     0.2";"     6.5";"    20.3";"     1.7";"     1.1";"    25.2";"    97.6";"     3.2";"     3.6";"     6.0";"    10.0";"     1.4";"     0.6";"    21.5";"    79.3";"     2.0";"     0.5";"    22.6";"    88.4";"     1.9";"     0.3";"    50.4";"   214.1";"     2.9";"    40.3";"    56.1";"   141.7";"     2.2";"     0.3";"     4.4";"    17.8";"     3.0";"     0.0";"     2.1";"    12.9";"     2.2";"     0.1";"     3.4";"    13.0";"     3.4";"     0.6";"     3.0";"     9.0";"     3.4";"     0.6";"     3.0";"     9.0";"     3.5";"     0.3";"     1.9";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.8";"     4.4";"     4.4";"     3.0";"     5.1";"    19.5";"     3.6";"     3.0";"     4.0";"    11.0";"     2.8";"     2.6";"     4.0";"     5.0";"     2.8";"     3.1";"     2.0";"     2.0";"     2.0";"     8.7";"     2.1";"     9.3";"     1.9";"     5.0";"    18.1";"     3.9"
"9770";"BU09350304";"Maastricht                              ";"Neighbourhood";"BU09350304";"1";"     1.7";"     0.1";"     6.4";"    15.8";"     6.5";"     1.6";"     1.8";"     2.0";"     4.0";"     4.0";"     6.5";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.6";"     0.1";"     7.8";"    21.7";"     1.1";"     1.1";"    25.1";"   100.2";"     2.8";"     3.9";"     6.0";"    10.6";"     1.0";"     0.6";"    21.0";"    82.9";"     1.4";"     0.4";"    22.5";"    91.7";"     1.5";"     0.1";"    35.9";"   224.2";"     2.9";"    41.7";"    55.9";"   140.5";"     1.6";"     0.2";"     5.3";"    17.5";"     2.7";"     0.0";"     2.4";"    13.3";"     1.6";"     0.1";"     4.3";"    13.3";"     3.0";"     1.3";"     2.5";"     9.0";"     3.0";"     1.3";"     2.5";"     9.0";"     3.1";"     0.6";"     1.5";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.9";"     4.4";"     4.4";"     2.3";"     5.2";"    19.6";"     3.5";"     3.3";"     4.0";"    11.0";"     2.9";"     2.7";"     4.0";"     5.0";"     2.9";"     3.2";"     2.0";"     2.0";"     2.0";"     8.9";"     1.4";"     9.3";"     2.0";"     5.0";"    18.0";"     4.0"
"9771";"WK093504  ";"Maastricht                              ";"District     ";"WK093504  ";"1";"     0.5";"     1.9";"    10.9";"    22.6";"     3.0";"     0.7";"     1.7";"     3.3";"     4.0";"     5.2";"     3.0";"     1.0";"     1.0";"     2.2";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.9";"    14.9";"    31.0";"     0.4";"     9.5";"    76.8";"   136.4";"     1.7";"     5.0";"     6.7";"    12.9";"     0.5";"     3.9";"    50.2";"   100.1";"     0.4";"     7.6";"    65.5";"   116.6";"     0.5";"     8.0";"   132.6";"   256.6";"     1.1";"    51.4";"   105.9";"   184.0";"     0.5";"     3.0";"    21.5";"    39.3";"     0.8";"     1.7";"    11.4";"    22.9";"     0.6";"     1.5";"    10.8";"    22.3";"     1.1";"     5.0";"     7.6";"     9.9";"     1.1";"     5.0";"     7.6";"     9.9";"     1.2";"     3.2";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.7";"     2.3";"     1.6";"     1.5";"    16.2";"     2.1";"     3.8";"     6.7";"    12.9";"     2.1";"     3.3";"     4.9";"     6.1";"     3.1";"     3.1";"     2.0";"     2.0";"     3.9";"     5.3";"     1.7";"     6.3";"     3.5";"     5.9";"    19.0";"     2.3"
"9772";"BU09350400";"Maastricht                              ";"Neighbourhood";"BU09350400";"1";"     0.5";"     2.7";"    13.8";"    24.4";"     2.2";"     0.7";"     2.0";"     4.0";"     4.0";"     5.0";"     2.2";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     3.7";"    19.2";"    32.6";"     0.6";"    14.7";"   108.6";"   143.4";"     1.1";"     5.1";"     6.1";"    11.2";"     0.4";"     7.1";"    78.8";"   103.6";"     0.3";"    13.7";"    92.6";"   122.3";"     0.5";"    15.1";"   218.1";"   266.4";"     0.9";"    51.5";"    94.5";"   181.3";"     0.5";"     2.9";"    27.4";"    41.2";"     0.7";"     1.3";"    15.6";"    24.3";"     0.5";"     1.7";"    14.3";"    24.1";"     0.6";"     5.4";"     8.1";"    10.0";"     0.6";"     5.4";"     8.1";"    10.0";"     0.6";"     3.4";"     5.1";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.2";"     1.2";"     1.1";"     1.6";"    16.6";"     1.1";"     4.0";"     6.6";"    12.0";"     1.1";"     3.8";"     5.0";"     5.1";"     2.4";"     2.3";"     2.0";"     2.0";"     3.0";"     5.9";"     0.6";"     5.6";"     3.0";"     5.3";"    19.0";"     2.0"
"9773";"BU09350401";"Maastricht                              ";"Neighbourhood";"BU09350401";"1";"     0.5";"     3.0";"    14.6";"    24.8";"     1.5";"     0.6";"     1.5";"     4.0";"     4.0";"     5.0";"     1.5";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.3";"     2.6";"    20.5";"    33.0";"     0.3";"     8.6";"   115.1";"   145.2";"     0.9";"     5.0";"     6.0";"    11.0";"     0.4";"     6.8";"    84.8";"   105.3";"     0.2";"    13.0";"    94.2";"   121.6";"     0.7";"    18.4";"   238.7";"   268.9";"     0.8";"    50.6";"    75.3";"   182.9";"     0.3";"     1.6";"    30.2";"    43.4";"     1.0";"     0.9";"    17.9";"    27.4";"     0.3";"     1.5";"    15.9";"    24.6";"     1.0";"     6.0";"     8.0";"     9.1";"     1.0";"     6.0";"     8.0";"     9.1";"     1.0";"     4.0";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.8";"     0.8";"     1.0";"     0.7";"     2.5";"    17.5";"     0.6";"     4.0";"     5.0";"    12.0";"     0.7";"     4.0";"     4.3";"     5.0";"     2.5";"     2.1";"     2.0";"     2.0";"     2.2";"     6.8";"     0.9";"     4.7";"     2.4";"     5.0";"    19.0";"     2.0"
"9774";"BU09350402";"Maastricht                              ";"Neighbourhood";"BU09350402";"1";"     0.4";"     1.6";"    11.4";"    23.0";"     2.5";"     0.5";"     1.5";"     4.0";"     4.0";"     5.0";"     2.5";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     2.9";"    16.8";"    31.8";"     0.2";"    13.5";"    95.8";"   141.2";"     1.6";"     5.0";"     7.0";"    12.1";"     0.6";"     2.3";"    63.5";"   102.9";"     0.2";"     9.0";"    82.4";"   119.5";"     0.5";"     7.3";"   169.7";"   266.2";"     0.8";"    51.9";"   111.5";"   186.7";"     0.4";"     4.0";"    25.4";"    39.0";"     0.6";"     2.5";"    12.1";"    22.8";"     0.5";"     2.4";"    12.0";"    22.6";"     0.8";"     5.4";"     7.8";"    10.0";"     0.8";"     5.4";"     7.8";"    10.0";"     0.8";"     3.4";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.7";"     1.8";"     1.8";"     1.4";"     1.0";"    16.3";"     1.6";"     4.0";"     7.0";"    12.0";"     1.6";"     3.2";"     5.0";"     5.1";"     2.9";"     2.7";"     2.0";"     2.0";"     3.0";"     5.6";"     1.0";"     6.1";"     3.8";"     5.6";"    19.0";"     2.1"
"9775";"BU09350403";"Maastricht                              ";"Neighbourhood";"BU09350403";"1";"     0.4";"     1.1";"     9.3";"    25.8";"     3.9";"     0.4";"     2.6";"     3.9";"     4.0";"     5.0";"     3.9";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.1";"    16.0";"    33.1";"     0.3";"     3.3";"    65.4";"   148.7";"     2.6";"     6.0";"     7.0";"    13.0";"     0.5";"     3.4";"    47.7";"   105.8";"     0.3";"     4.6";"    62.2";"   127.2";"     0.4";"     1.3";"   118.7";"   271.9";"     0.8";"    51.0";"   109.2";"   173.0";"     0.7";"     1.1";"    14.1";"    41.8";"     1.8";"     0.0";"     8.4";"    23.8";"     0.7";"     1.1";"     8.5";"    24.8";"     1.6";"     4.2";"     8.8";"    10.0";"     1.6";"     4.2";"     8.8";"    10.0";"     1.6";"     2.7";"     5.9";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.0";"     2.8";"     2.6";"     1.4";"    15.3";"     2.6";"     4.0";"     7.0";"    12.5";"     2.5";"     3.0";"     5.0";"     6.2";"     2.5";"     2.8";"     2.0";"     2.0";"     3.7";"     4.4";"     1.9";"     7.1";"     3.3";"     6.3";"    19.0";"     1.3"
"9776";"BU09350404";"Maastricht                              ";"Neighbourhood";"BU09350404";"1";"     1.0";"     0.8";"     7.1";"    23.6";"     4.5";"     1.1";"     3.4";"     3.6";"     4.0";"     5.0";"     4.5";"     0.9";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     0.8";"    13.8";"    30.5";"     0.4";"     3.2";"    68.4";"   142.2";"     2.7";"     5.7";"     6.2";"    11.8";"     0.4";"     2.9";"    52.9";"   103.8";"     0.4";"     3.5";"    66.0";"   123.4";"     1.0";"     0.8";"   146.7";"   266.2";"     1.5";"    50.3";"    90.2";"   165.9";"     0.6";"     0.8";"     9.8";"    39.2";"     2.3";"     0.0";"     7.9";"    22.2";"     0.6";"     0.8";"     6.5";"    23.7";"     2.4";"     1.8";"     8.0";"    10.0";"     2.4";"     1.8";"     8.0";"    10.0";"     2.4";"     1.7";"     5.2";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     1.7";"     2.6";"     3.0";"     2.2";"    15.5";"     3.0";"     4.0";"     6.1";"    12.2";"     2.7";"     3.0";"     5.0";"     6.1";"     2.7";"     2.8";"     2.0";"     2.0";"     3.4";"     4.9";"     2.5";"     7.6";"     3.0";"     6.1";"    19.0";"     0.9"
"9777";"BU09350405";"Maastricht                              ";"Neighbourhood";"BU09350405";"1";"     0.5";"     1.9";"    12.5";"    23.1";"     2.2";"     0.8";"     0.9";"     3.0";"     4.0";"     5.0";"     2.2";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.6";"    15.4";"    31.8";"     0.4";"    14.4";"    76.6";"   137.0";"     0.9";"     4.6";"     7.0";"    13.2";"     0.5";"     4.9";"    43.1";"   105.1";"     0.5";"     8.3";"    63.0";"   115.9";"     0.4";"     8.9";"   113.3";"   267.3";"     0.7";"    52.9";"   113.9";"   188.2";"     0.4";"     6.0";"    25.4";"    41.3";"     0.5";"     2.3";"    12.9";"    24.9";"     0.5";"     1.9";"    11.7";"    22.8";"     0.5";"     6.0";"     6.6";"    10.0";"     0.5";"     6.0";"     6.6";"    10.0";"     1.0";"     4.0";"     4.4";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.8";"     2.2";"     0.7";"     1.6";"    17.0";"     2.0";"     4.0";"     7.0";"    12.5";"     2.0";"     3.4";"     5.0";"     5.5";"     3.5";"     3.2";"     2.0";"     2.0";"     3.5";"     5.8";"     1.6";"     5.8";"     3.9";"     5.6";"    19.0";"     3.0"
"9778";"BU09350406";"Maastricht                              ";"Neighbourhood";"BU09350406";"1";"     0.5";"     1.8";"     7.4";"    18.0";"     4.3";"     0.6";"     1.6";"     2.0";"     4.0";"     5.9";"     4.3";"     1.0";"     1.0";"     2.9";"       .";"       .";"       .";"       .";"       .";"     0.6";"     0.9";"     7.9";"    26.9";"     0.5";"     3.4";"    34.7";"   116.6";"     2.6";"     4.8";"     7.0";"    15.5";"     0.5";"     1.7";"    15.8";"    84.9";"     0.4";"     2.7";"    27.8";"   102.2";"     0.4";"     4.6";"    29.6";"   217.1";"     1.8";"    50.1";"   115.7";"   190.0";"     0.6";"     1.4";"    14.2";"    33.5";"     0.5";"     2.1";"     6.7";"    18.3";"     0.8";"     0.7";"     7.0";"    17.9";"     1.4";"     4.4";"     7.0";"    10.0";"     1.4";"     4.4";"     7.0";"    10.0";"     1.4";"     2.4";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     2.5";"     3.7";"     2.6";"     1.3";"    15.1";"     3.5";"     2.9";"     7.1";"    15.3";"     3.6";"     2.7";"     5.0";"     8.3";"     4.1";"     4.4";"     1.8";"     2.0";"     6.6";"     3.9";"     2.8";"     7.3";"     4.0";"     7.0";"    19.0";"     2.8"
"9779";"WK093505  ";"Maastricht                              ";"District     ";"WK093505  ";"1";"     1.4";"     0.6";"     0.8";"     3.3";"     8.1";"     3.9";"     6.9";"     0.0";"     4.0";"     5.0";"     8.1";"     0.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     3.7";"     0.0";"     0.1";"     4.2";"     3.3";"     0.0";"     0.4";"    13.1";"     5.2";"     0.4";"     6.0";"    11.2";"     0.4";"     1.3";"     2.7";"    13.5";"     1.4";"     0.6";"     1.2";"    14.6";"     2.0";"     0.3";"     1.1";"    19.4";"     4.3";"     4.5";"    61.7";"   141.7";"     1.3";"     0.6";"     1.2";"     4.8";"     4.3";"     0.0";"     0.5";"     1.5";"     1.3";"     0.6";"     1.2";"     3.4";"     5.5";"     0.0";"     0.1";"     8.9";"     5.5";"     0.0";"     0.1";"     8.9";"     5.5";"     0.0";"     0.1";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.2";"     4.4";"     6.0";"     5.3";"     5.8";"    16.5";"     6.4";"     0.0";"     4.5";"    11.7";"     6.0";"     0.1";"     3.7";"     5.7";"     6.0";"     6.2";"     0.1";"     2.0";"     2.8";"     7.0";"     6.0";"    10.4";"     0.2";"     5.4";"    18.4";"     4.0"
